Album,Song,Lyrics
,FROGGIE WENT A-COURTIN',"Froggy went a-courtin' and he did ride, uh-huh (uh-huh)"
,,Froggy went a -courtin' and he did ride
,,"Sword and pistol by his side, uh- huh, uh-huh, uh-huh"
,,
,,"Well, he went down to Miss Mousie's door, uh-huh (uh-huh)"
,,He went down to Miss Mousie's door
,,"Where he had often been before, uh huh, uh-huh, uh-huh"
,,
,,"And he took Miss Mousie on his knee, uh-huh (uh-huh)"
,,"He took Miss Mousie on his knee, and he said,"
,,"""Miss Mousie, will you marry me?"" uh huh, uh-huh, uh-huh"
,,
,,"""Not without my Uncle Rat's consent uh-huh (uh-huh)"
,,Not without my Uncle Rat's consent
,,"I would not marry the President, uh huh, uh-huh, uh-huh"
,,
,,Where will the wedding supper be? Uh-huh (uh-huh)
,,Where will the wedding supper be?
,,"Way down yonder in a hollow tree, uh huh, uh-huh, uh-huh"
,,
,,"First to come were the two little ants, uh-huh, uh-huh"
,,"Fixin' around to have a dance, uh-huh, uh-huh"
,,Next to come was a bumblebee
,,"Bouncing a fiddle on his knee, uh-huh, uh-huh, uh-huh"
,BUFFALO GALS,As I was walking down the street
,,"Down the street, down the street"
,,A pretty girl I chanced to meet
,,And we danced by the light of the moon
,,
,,Buffalo gals won't you come out tonight
,,Come out tonight come out tonight
,,Buffalo gals won't you come out tonight
,,And we'll dance by the light of the moon
,,
,,I danced with a gal with a hole in her stocking
,,And he knees was a-knockin' and her shoes was a'rockin'
,,I danced with a gal with a hole in her stocking
,,And we danced by the light of the moon
,,
,,Buffalo gals won't you come out tonight
,,Come out tonight come out tonight
,,Buffalo gals won't you come out tonight
,,And we'll dance by the light of the moon
,,
,,I danced with a gal with a hole in her stocking
,,And her knees was a-knockin' and her shoes was a-rockin'
,,I danced with a gal with a hole in her stocking
,,And we danced by the light of the moon
,,
,,Buffalo gals won't you come out tonight
,,Come out tonight come out tonight
,,Buffalo gals won't you come out tonight
,,And we'll dance by the light of the moon
,HOW CAN I KEEP FROM SINGING?,My life flows on in endless song
,,Above earth's lamentation.
,,"I hear the real, though far off hymn"
,,That hails the new creation
,,"Above the tumult and the strife,"
,,I hear the music ringing;
,,It sounds an echo in my soul
,,How can I keep from singing?
,,
,,"What though the tempest loudly roars,"
,,"I hear the truth, it liveth."
,,"What though the darkness round me close,"
,,Songs in the night it giveth.
,,No storm can shake my inmost calm
,,While to that rock I'm clinging.
,,Since love is lord of Heaven and earth
,,How can I keep from singing?
,,
,,"When tyrants tremble, sick with fear,"
,,"And hear their death-knell ringing,"
,,"When friends rejoice both far and near,"
,,How can I keep from singing?
,,In prison cell and dungeon vile
,,Our thoughts to them are winging.
,,"When friends by shame are undefiled,"
,,How can I keep from singing?
,HOW CAN A POOR MAN STAND SUCH TIMES AND LIVE?,Well the doctor comes 'round here with his face all bright
,,"And he says ""in a little while you'll be alright"""
,,"All he gives is a humbug pill, a dose of dope and a great big bill"
,,Tell me how can a poor man stand such times and live
,,
,,"""Me and my old school pals had some mighty high times down here"
,,"And what happened to you poor black folks, well it just ain't fair"""
,,"He took a look around, gave a little pep talk, said ""I'm with you"" then he took a little walk"
,,Tell me how can a poor man stand such times and live
,,
,,There's bodies floatin' on Canal and the levees gone to Hell
,,"Martha, get me my sixteen gauge and some dry shells"
,,Them who's got got out of town and them who ain't got left to drown
,,Tell me how can a poor man stand such times and live
,,
,,Go ahead!
,,
,,Got family scattered from Texas all the way to Baltimore
,,Yeah and I ain't got no home in this world no more
,,"Gonna be a judgment that's a fact, a righteous train rollin' down this track"
,,Tell me how can a poor man stand such times and live
,,Tell me how can a poor man stand such times and live
,,Tell me how can a poor man stand such times and liveØ
,BRING 'EM HOME,If you love this land of the free
,,"Bring 'em home, bring 'em home"
,,Bring them back from overseas
,,"Bring 'em home, bring 'em home"
,,
,,"It will make the politicians sad, I know"
,,"Bring 'em home, bring 'em home"
,,They wanna tangle with their foe
,,"Bring 'em home, bring 'em home"
,,
,,They wanna test their grand theories
,,"Bring 'em home, bring 'em home"
,,With the blood of you and me
,,"Bring 'em home, bring 'em home"
,,
,,Now we'll give no more brave young lives
,,"Bring 'em home, bring 'em home"
,,For the gleam in someone's eyes
,,"Bring 'em home, bring 'em home"
,,
,,(Hooo-hooo hooo-hooo)
,,(Hooo-hooo hooo-hooo)
,,
,,The men will cheer and the boys will shout
,,"Bring 'em home, bring 'em home"
,,Yeah and we will all turn out
,,"Bring 'em home, bring 'em home"
,,
,,The church bells will ring with joy
,,"Bring 'em home, bring 'em home"
,,To welcome our darlin' girls and boys
,,"Bring 'em home, bring 'em home"
,,
,,We willl lift their voice and sound
,,"Bring 'em home, bring 'em home"
,,"Yeah, when Johnny comes marching home"
,,"Bring 'em home, bring 'em home"
,,
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,,
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,,
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,,Bring them back from overseas
,,"Bring 'em home, bring 'em home"
,,
,,If you love this land of the free
,,"Bring 'em home, bring 'em home"
,,Bring them back from overseas
,,"Bring 'em home, bring 'em home"
,,
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,,"Bring 'em home, bring 'em home"
,AMERICAN LAND,What is this land America so many travel there
,,I'm going now while I'm still young my darling meet me there
,,Wish me luck my lovely I'll send for you when I can
,,And we'll make our home in the American land
,,
,,Over there all the woman wear silk and satin to their knees
,,"And children dear, the sweets, I hear, are growing on the trees"
,,Gold comes rushing out the rivers straight into your hands
,,When you make your home in the American Land
,,
,,There's diamonds in the sidewalk the's gutters lined in song
,,Dear I hear that beer flows through the faucets all night long
,,"There's treasure for the taking, for any hard working man"
,,Who will make his home in the American Land
,,
,,I docked at Ellis Island in a city of light and spires
,,She met me in the valley of red-hot steel and fire
,,We made the steel that built the cities with our sweat and two hands
,,And we made our home in the American Land
,,
,,There's diamonds in the sidewalk the's gutters lined in song
,,Dear I hear that beer flows through the faucets all night long
,,"There's treasure for the taking, for any hard working man"
,,Who will make his home in the American Land
,,
,,"The McNicholas, the Posalski's, the Smiths, Zerillis, too"
,,"The Blacks, the Irish, Italians, the Germans and the Jews"
,,Come across the water a thousand miles from home
,,With nothin in their bellies but the fire down below
,,
,,They died building the railroads worked to bones and skin
,,They died in the fields and factories names scattered in the wind
,,They died to get here a hundred years ago they're still dyin now
,,The hands that built the country were always trying to keep down
,,
,,There's diamonds in the sidewalk the gutters lined in song
,,Dear I hear that beer flows through the faucets all night long
,,"There's treasure for the taking, for any hard working man"
,,Who will make his home in the American Land
,,Who will make his home in the American Land
,,Who will make his home in the American LandØ
Magic,RADIO NOWHERE,I was tryin' to find my way home
,,But all I heard was a drone
,,Bouncing off a satellite
,,Crushin' the last lone American night
,,"This is radio nowhere, is there anybody alive out there?"
,,"This is radio nowhere, is there anybody alive out there?"
,,
,,I was spinnin' 'round a dead dial
,,Just another lost number in a file
,,Dancin' down a dark hole
,,Just searchin' for a world with some soul
,,
,,"This is radio nowhere, is there anybody alive out there?"
,,"This is radio nowhere, is there anybody alive out there?"
,,Is there anybody alive out there?
,,
,,I just want to hear some rhythm
,,I just want to hear some rhythm
,,I just want to hear some rhythm
,,I just want to hear some rhythm
,,
,,I want a thousand guitars
,,I want pounding drums
,,I want a million different voices speaking in tongues
,,
,,"This is radio nowhere, is there anybody alive out there?"
,,"This is radio nowhere, is there anybody alive out there?"
,,Is there anybody alive out there?
,,
,,I was driving through the misty rain
,,Searchin' for a mystery train
,,Boppin' through the wild blue
,,Tryin' to make a connection to you
,,
,,"This is radio nowhere, is there anybody alive out there?"
,,"This is radio nowhere, is there anybody alive out there?"
,,Is there anybody alive out there?
,,
,,I just want to feel some rhythm
,,I just want to feel some rhythm
,,I just want to feel your rhythm
,,I just want to feel your rhythm
,,I just want to feel your rhythm
,,I just want to feel your rhythm
,,I just want to feel your rhythm
,,I just want to feel your rhythmØ
,YOU'LL BE COMIN' DOWN,White roses and misty blue eyes
,,"Red mornings, then nothin' but gray skies"
,,"A cup of coffee, a heart shot clean through"
,,The jacket you bought me gone daisy gray-blue
,,You're smiling now but you'll find out
,,They'll use you up and spit you out now
,,Your head's spinnin' in diamonds and clouds
,,But pretty soon it turns out
,,
,,You'll be comin' down now baby
,,You'll be coming down
,,"What goes around, it comes around and"
,,You'll be comin' down
,,
,,"Easy street, a quick buck and true lies"
,,Smiles as thin as those dusky blue skies
,,A silver plate of pearls my golden child
,,It's all yours at least for a little while
,,You'll be fine long as your pretty face holds out
,,Then it's gonna get pretty cold out
,,An empty stream of stars shooting by
,,You got your hopes on high
,,
,,You'll be comin' down now baby
,,You'll be coming down
,,"What goes around, it comes around and"
,,You'll be comin' down
,,
,,For a while you'll go sparklin' by
,,Just another pretty thing on high
,,
,,Like a thief on a Sunday morning
,,It all falls apart with no warning
,,Your cinnamon sky's gone candy-apple green
,,The crushed metal of your little flying machine
,,
,,You'll be comin' down now baby
,,You'll be coming down
,,"What goes around, it comes around and"
,,You'll be comin' down
,,
,,You'll be comin' down now baby
,,You'll be coming down
,,"What goes around, it comes around and"
,,You'll be comin' down
,LIVIN' IN THE FUTURE,A letter come blowin' in on an ill wind
,,Somethin' 'bout me and you
,,Never seein' one another again
,,"Yeah, well I knew it'd come"
,,Still I was struck deaf and dumb
,,"Like when we kissed, that taste of blood on your tongue"
,,
,,"Don't worry Darlin', now baby don't you fret"
,,We're livin' in the future and none of this has happened yet
,,"Don't worry Darlin', now baby don't you fret"
,,We're livin' in the future and none of this has happened yet
,,
,,"Woke up Election Day, skies gunpowder and shades of gray"
,,"Beneath a dirty sun, I whistled my time away"
,,Then just about sundown
,,You come walkin' through town
,,Your boot heels clickin'
,,Like the barrel of a pistol spinnin' 'round
,,
,,"Don't worry Darlin', now baby don't you fret"
,,We're livin' in the future and none of this has happened yet
,,"Don't worry Darlin', now baby don't you fret"
,,We're livin' in the future and none of this has happened yet
,,
,,"The earth it gave away, the sea rose toward the sun"
,,I opened up my heart to you it got all damaged and undone
,,My ship Liberty sailed away on a bloody red horizon
,,The groundskeeper opened the gates and let the wild dogs run
,,
,,"I'm rollin' through town, a lost cowboy at sundown"
,,"Got my monkey on a leash, got my ear tuned to the ground"
,,"My faith's been torn asunder, tell me is that rollin' thunder"
,,Or just the sinkin' sound of somethin' righteous goin' under?
,,
,,"Don't worry Darlin', now baby don't you fret"
,,We're livin' in the future and none of this has happened yet
,,"Don't worry Darlin', now baby don't you fret"
,,We're livin' in the future and none of this has happened yet
,,"Don't worry Darlin', now baby don't you fret"
,,We're livin' in the future and none of this has happened yet
,,None of this has happened yet
,,None of this has happened yet
,,None of this has happened yet
,,None of this has happened yet
,YOUR OWN WORST ENEMY,You can't sleep at night
